"","plot","species","date","number_alive","community","number_planted","percent_alive","month"
"254",2460,"arca",2022-08-05,10,"sage_facultative_resprouter",10,1,"Aug"
"255",2460,"rhov",2022-08-05,8,"sage_facultative_resprouter",9,0.888888888888889,"Aug"
"256",2460,"sale",2022-08-05,10,"sage_facultative_resprouter",10,1,"Aug"
"257",2460,"enca",2022-08-05,9,"sage_facultative_resprouter",10,0.9,"Aug"
"258",2460,"same",2022-08-05,8,"sage_facultative_resprouter",7,1.14285714285714,"Aug"
"259",2460,"adfa",2022-08-05,1,"sage_facultative_resprouter",9,0.111111111111111,"Aug"
"260",2461,"enca",2022-08-05,8,"sage_obligate_seeder/resprouter",10,0.8,"Aug"
"261",2461,"arca",2022-08-05,10,"sage_obligate_seeder/resprouter",10,1,"Aug"
"262",2461,"hear",2022-08-05,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Aug"
"263",2461,"saap",2022-08-05,6,"sage_obligate_seeder/resprouter",10,0.6,"Aug"
"264",2461,"sale",2022-08-05,7,"sage_obligate_seeder/resprouter",10,0.7,"Aug"
"265",2461,"ceol",2022-08-05,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Aug"
"266",2461,"erfa",2022-08-05,3,"sage_obligate_seeder/resprouter",7,0.428571428571429,"Aug"
"267",2461,"same",2022-08-05,6,"sage_obligate_seeder/resprouter",7,0.857142857142857,"Aug"
"268",2461,"cecu",2022-08-05,0,"sage_obligate_seeder/resprouter",5,0,"Aug"
"269",2461,"rhil",2022-08-05,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Aug"
"270",2402,"hear",2022-08-05,3,"chaparral_only",12,0.25,"Aug"
"271",2402,"rhov",2022-08-05,3,"chaparral_only",13,0.230769230769231,"Aug"
"272",2402,"rhil",2022-08-05,0,"chaparral_only",12,0,"Aug"
"273",2402,"ceol",2022-08-05,2,"chaparral_only",13,0.153846153846154,"Aug"
"274",2402,"cecu",2022-08-05,0,"chaparral_only",5,0,"Aug"
"275",2402,"adfa",2022-08-05,1,"chaparral_only",13,0.0769230769230769,"Aug"
"276",2402,"mala",2022-08-05,1,"chaparral_only",12,0.0833333333333333,"Aug"
"277",2458,"mala",2022-08-05,5,"chaparral_only",12,0.416666666666667,"Aug"
"278",2458,"ceol",2022-08-05,7,"chaparral_only",13,0.538461538461538,"Aug"
"279",2458,"rhil",2022-08-05,5,"chaparral_only",12,0.416666666666667,"Aug"
"280",2458,"adfa",2022-08-05,4,"chaparral_only",13,0.307692307692308,"Aug"
"281",2458,"cecu",2022-08-05,0,"chaparral_only",5,0,"Aug"
"282",2458,"rhov",2022-08-05,11,"chaparral_only",13,0.846153846153846,"Aug"
"283",2458,"hear",2022-08-05,9,"chaparral_only",12,0.75,"Aug"
"284",15,"mala",2022-08-05,1,"chaparral_only",12,0.0833333333333333,"Aug"
"285",15,"adfa",2022-08-05,0,"chaparral_only",13,0,"Aug"
"286",15,"rhov",2022-08-05,4,"chaparral_only",13,0.307692307692308,"Aug"
"287",15,"ceol",2022-08-05,3,"chaparral_only",13,0.230769230769231,"Aug"
"288",15,"hear",2022-08-05,2,"chaparral_only",12,0.166666666666667,"Aug"
"289",15,"rhil",2022-08-05,0,"chaparral_only",12,0,"Aug"
"290",14,"adfa",2022-08-05,5,"sage_facultative_resprouter",9,0.555555555555556,"Aug"
"291",14,"arca",2022-08-05,10,"sage_facultative_resprouter",10,1,"Aug"
"292",14,"mala",2022-08-05,4,"sage_facultative_resprouter",8,0.5,"Aug"
"293",14,"saap",2022-08-05,9,"sage_facultative_resprouter",10,0.9,"Aug"
"294",14,"sale",2022-08-05,10,"sage_facultative_resprouter",10,1,"Aug"
"295",14,"rhov",2022-08-05,6,"sage_facultative_resprouter",9,0.666666666666667,"Aug"
"296",14,"same",2022-08-05,7,"sage_facultative_resprouter",7,1,"Aug"
"297",14,"enca",2022-08-05,9,"sage_facultative_resprouter",10,0.9,"Aug"
"298",14,"erfa",2022-08-05,4,"sage_facultative_resprouter",7,0.571428571428571,"Aug"
"299",13,"sale",2022-08-05,7,"sage_obligate_seeder/resprouter",10,0.7,"Aug"
"300",13,"cecu",2022-08-05,5,"sage_obligate_seeder/resprouter",5,1,"Aug"
"301",13,"enca",2022-08-05,7,"sage_obligate_seeder/resprouter",10,0.7,"Aug"
"302",13,"saap",2022-08-05,9,"sage_obligate_seeder/resprouter",10,0.9,"Aug"
"303",13,"ceol",2022-08-05,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Aug"
"304",13,"hear",2022-08-05,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Aug"
"305",13,"arca",2022-08-05,8,"sage_obligate_seeder/resprouter",10,0.8,"Aug"
"306",13,"same",2022-08-05,6,"sage_obligate_seeder/resprouter",7,0.857142857142857,"Aug"
"307",13,"rhil",2022-08-05,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Aug"
"308",13,"erfa",2022-08-05,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Aug"
"309",12,"adfa",2022-08-05,1,"chaparral_only",13,0.0769230769230769,"Aug"
"310",12,"rhov",2022-08-05,11,"chaparral_only",13,0.846153846153846,"Aug"
"311",12,"ceol",2022-08-05,7,"chaparral_only",13,0.538461538461538,"Aug"
"312",12,"rhil",2022-08-05,3,"chaparral_only",12,0.25,"Aug"
"313",12,"mala",2022-08-05,3,"chaparral_only",12,0.25,"Aug"
"314",12,"hear",2022-08-05,7,"chaparral_only",12,0.583333333333333,"Aug"
"315",12,"cecu",2022-08-05,3,"chaparral_only",5,0.6,"Aug"
"316",2459,"hear",2022-08-05,7,"chaparral_only",12,0.583333333333333,"Aug"
"317",2459,"rhov",2022-08-05,12,"chaparral_only",13,0.923076923076923,"Aug"
"318",2459,"ceol",2022-08-05,6,"chaparral_only",13,0.461538461538462,"Aug"
"319",2459,"rhil",2022-08-05,4,"chaparral_only",12,0.333333333333333,"Aug"
"320",2459,"adfa",2022-08-05,4,"chaparral_only",13,0.307692307692308,"Aug"
"321",2459,"mala",2022-08-05,8,"chaparral_only",12,0.666666666666667,"Aug"
"322",2459,"cecu",2022-08-05,1,"chaparral_only",5,0.2,"Aug"
"323",2405,"enca",2022-08-05,4,"sage_obligate_seeder/resprouter",10,0.4,"Aug"
"324",2405,"same",2022-08-05,6,"sage_obligate_seeder/resprouter",7,0.857142857142857,"Aug"
"325",2405,"cecu",2022-08-05,2,"sage_obligate_seeder/resprouter",5,0.4,"Aug"
"326",2405,"sale",2022-08-05,8,"sage_obligate_seeder/resprouter",10,0.8,"Aug"
"327",2405,"saap",2022-08-05,8,"sage_obligate_seeder/resprouter",10,0.8,"Aug"
"328",2405,"erfa",2022-08-05,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Aug"
"329",2405,"hear",2022-08-05,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Aug"
"330",2405,"ceol",2022-08-05,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Aug"
"331",2405,"arca",2022-08-05,1,"sage_obligate_seeder/resprouter",10,0.1,"Aug"
"332",2405,"rhil",2022-08-05,0,"sage_obligate_seeder/resprouter",7,0,"Aug"
"333",11,"enca",2022-08-05,2,"sage_facultative_resprouter",10,0.2,"Aug"
"334",11,"same",2022-08-05,3,"sage_facultative_resprouter",7,0.428571428571429,"Aug"
"335",11,"rhov",2022-08-05,3,"sage_facultative_resprouter",9,0.333333333333333,"Aug"
"336",11,"mala",2022-08-05,1,"sage_facultative_resprouter",8,0.125,"Aug"
"337",11,"sale",2022-08-05,8,"sage_facultative_resprouter",10,0.8,"Aug"
"338",11,"erfa",2022-08-05,3,"sage_facultative_resprouter",7,0.428571428571429,"Aug"
"339",11,"adfa",2022-08-05,2,"sage_facultative_resprouter",9,0.222222222222222,"Aug"
"340",11,"arca",2022-08-05,0,"sage_facultative_resprouter",10,0,"Aug"
"341",11,"saap",2022-08-05,7,"sage_facultative_resprouter",10,0.7,"Aug"
"342",2401,"hear",2022-08-05,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Aug"
"343",2401,"saap",2022-08-05,8,"sage_obligate_seeder/resprouter",10,0.8,"Aug"
"344",2401,"rhil",2022-08-05,0,"sage_obligate_seeder/resprouter",7,0,"Aug"
"345",2401,"arca",2022-08-05,5,"sage_obligate_seeder/resprouter",10,0.5,"Aug"
"346",2401,"same",2022-08-05,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Aug"
"347",2401,"ceol",2022-08-05,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Aug"
"348",2401,"sale",2022-08-05,9,"sage_obligate_seeder/resprouter",10,0.9,"Aug"
"349",2401,"erfa",2022-08-05,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Aug"
"350",2401,"enca",2022-08-05,3,"sage_obligate_seeder/resprouter",10,0.3,"Aug"
"351",2401,"cecu",2022-08-05,0,"sage_obligate_seeder/resprouter",5,0,"Aug"
"352",2462,"mala",2022-08-05,1,"sage_facultative_resprouter",8,0.125,"Aug"
"353",2462,"same",2022-08-05,6,"sage_facultative_resprouter",7,0.857142857142857,"Aug"
"354",2462,"arca",2022-08-05,5,"sage_facultative_resprouter",10,0.5,"Aug"
"355",2462,"rhov",2022-08-05,6,"sage_facultative_resprouter",9,0.666666666666667,"Aug"
"356",2462,"saap",2022-08-05,9,"sage_facultative_resprouter",10,0.9,"Aug"
"357",2462,"sale",2022-08-05,5,"sage_facultative_resprouter",10,0.5,"Aug"
"358",2462,"erfa",2022-08-05,3,"sage_facultative_resprouter",7,0.428571428571429,"Aug"
"359",2462,"enca",2022-08-05,2,"sage_facultative_resprouter",10,0.2,"Aug"
"360",2462,"adfa",2022-08-05,1,"sage_facultative_resprouter",9,0.111111111111111,"Aug"
"361",2403,"hear",2022-08-05,6,"sage_obligate_seeder/resprouter",7,0.857142857142857,"Aug"
"362",2403,"arca",2022-08-05,11,"sage_obligate_seeder/resprouter",10,1.1,"Aug"
"363",2403,"saap",2022-08-05,9,"sage_obligate_seeder/resprouter",10,0.9,"Aug"
"364",2403,"erfa",2022-08-05,7,"sage_obligate_seeder/resprouter",7,1,"Aug"
"365",2403,"sale",2022-08-05,10,"sage_obligate_seeder/resprouter",10,1,"Aug"
"366",2403,"cecu",2022-08-05,2,"sage_obligate_seeder/resprouter",5,0.4,"Aug"
"367",2403,"ceol",2022-08-05,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Aug"
"368",2403,"same",2022-08-05,8,"sage_obligate_seeder/resprouter",7,1.14285714285714,"Aug"
"369",2403,"enca",2022-08-05,8,"sage_obligate_seeder/resprouter",10,0.8,"Aug"
"370",2403,"rhil",2022-08-05,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Aug"
"371",2404,"mala",2022-08-05,4,"sage_facultative_resprouter",8,0.5,"Aug"
"372",2404,"sale",2022-08-05,8,"sage_facultative_resprouter",10,0.8,"Aug"
"373",2404,"same",2022-08-05,6,"sage_facultative_resprouter",7,0.857142857142857,"Aug"
"374",2404,"arca",2022-08-05,8,"sage_facultative_resprouter",10,0.8,"Aug"
"375",2404,"saap",2022-08-05,7,"sage_facultative_resprouter",10,0.7,"Aug"
"376",2404,"erfa",2022-08-05,7,"sage_facultative_resprouter",7,1,"Aug"
"377",2404,"rhov",2022-08-05,6,"sage_facultative_resprouter",9,0.666666666666667,"Aug"
"378",2404,"enca",2022-08-05,6,"sage_facultative_resprouter",10,0.6,"Aug"
"379",2404,"adfa",2022-08-05,6,"sage_facultative_resprouter",9,0.666666666666667,"Aug"
"380",15,"cecu",2022-08-05,0,"chaparral_only",5,0,"Aug"
"381",2460,"saap",2022-09-08,9,"sage_facultative_resprouter",10,0.9,"Sep"
"382",2460,"erfa",2022-09-08,5,"sage_facultative_resprouter",7,0.714285714285714,"Sep"
"383",2460,"mala",2022-09-08,4,"sage_facultative_resprouter",8,0.5,"Sep"
"384",2460,"arca",2022-09-08,10,"sage_facultative_resprouter",10,1,"Sep"
"385",2460,"rhov",2022-09-08,5,"sage_facultative_resprouter",9,0.555555555555556,"Sep"
"386",2460,"sale",2022-09-08,8,"sage_facultative_resprouter",10,0.8,"Sep"
"387",2460,"enca",2022-09-08,8,"sage_facultative_resprouter",10,0.8,"Sep"
"388",2460,"same",2022-09-08,8,"sage_facultative_resprouter",8,1,"Sep"
"389",2460,"adfa",2022-09-08,1,"sage_facultative_resprouter",9,0.111111111111111,"Sep"
"390",2403,"saap",2022-09-08,9,"sage_obligate_seeder/resprouter",10,0.9,"Sep"
"391",2403,"arca",2022-09-08,11,"sage_obligate_seeder/resprouter",11,1,"Sep"
"392",2403,"hear",2022-09-08,5,"sage_obligate_seeder/resprouter",7,0.714285714285714,"Sep"
"393",2403,"sale",2022-09-08,8,"sage_obligate_seeder/resprouter",10,0.8,"Sep"
"394",2403,"same",2022-09-08,8,"sage_obligate_seeder/resprouter",8,1,"Sep"
"395",2403,"enca",2022-09-08,8,"sage_obligate_seeder/resprouter",10,0.8,"Sep"
"396",2403,"ceol",2022-09-08,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Sep"
"397",2403,"erfa",2022-09-08,5,"sage_obligate_seeder/resprouter",7,0.714285714285714,"Sep"
"398",2403,"cecu",2022-09-08,2,"sage_obligate_seeder/resprouter",5,0.4,"Sep"
"399",2403,"rhil",2022-09-08,0,"sage_obligate_seeder/resprouter",7,0,"Sep"
"400",2402,"hear",2022-09-08,0,"chaparral_only",12,0,"Sep"
"401",2402,"rhov",2022-09-08,2,"chaparral_only",13,0.153846153846154,"Sep"
"402",2402,"rhil",2022-09-08,0,"chaparral_only",12,0,"Sep"
"403",2402,"ceol",2022-09-08,0,"chaparral_only",13,0,"Sep"
"404",2402,"cecu",2022-09-08,0,"chaparral_only",5,0,"Sep"
"405",2402,"adfa",2022-09-08,0,"chaparral_only",13,0,"Sep"
"406",2402,"mala",2022-09-08,0,"chaparral_only",12,0,"Sep"
"407",11,"mala",2022-09-08,1,"sage_facultative_resprouter",8,0.125,"Sep"
"408",11,"enca",2022-09-08,0,"sage_facultative_resprouter",10,0,"Sep"
"409",11,"same",2022-09-08,3,"sage_facultative_resprouter",7,0.428571428571429,"Sep"
"410",11,"sale",2022-09-08,8,"sage_facultative_resprouter",10,0.8,"Sep"
"411",11,"arca",2022-09-08,0,"sage_facultative_resprouter",10,0,"Sep"
"412",11,"adfa",2022-09-08,2,"sage_facultative_resprouter",9,0.222222222222222,"Sep"
"413",11,"erfa",2022-09-08,3,"sage_facultative_resprouter",7,0.428571428571429,"Sep"
"414",11,"saap",2022-09-08,4,"sage_facultative_resprouter",10,0.4,"Sep"
"415",11,"rhov",2022-09-08,2,"sage_facultative_resprouter",9,0.222222222222222,"Sep"
"416",2405,"same",2022-09-08,5,"sage_obligate_seeder/resprouter",7,0.714285714285714,"Sep"
"417",2405,"saap",2022-09-08,6,"sage_obligate_seeder/resprouter",10,0.6,"Sep"
"418",2405,"arca",2022-09-08,1,"sage_obligate_seeder/resprouter",10,0.1,"Sep"
"419",2405,"erfa",2022-09-08,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Sep"
"420",2405,"hear",2022-09-08,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Sep"
"421",2405,"sale",2022-09-08,5,"sage_obligate_seeder/resprouter",10,0.5,"Sep"
"422",2405,"ceol",2022-09-08,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Sep"
"423",2405,"enca",2022-09-08,4,"sage_obligate_seeder/resprouter",10,0.4,"Sep"
"424",2405,"cecu",2022-09-08,1,"sage_obligate_seeder/resprouter",5,0.2,"Sep"
"425",2405,"rhil",2022-09-08,0,"sage_obligate_seeder/resprouter",7,0,"Sep"
"426",2459,"hear",2022-09-08,5,"chaparral_only",12,0.416666666666667,"Sep"
"427",2459,"rhov",2022-09-08,12,"chaparral_only",13,0.923076923076923,"Sep"
"428",2459,"ceol",2022-09-08,5,"chaparral_only",13,0.384615384615385,"Sep"
"429",2459,"rhil",2022-09-08,1,"chaparral_only",12,0.0833333333333333,"Sep"
"430",2459,"adfa",2022-09-08,4,"chaparral_only",13,0.307692307692308,"Sep"
"431",2459,"mala",2022-09-08,6,"chaparral_only",12,0.5,"Sep"
"432",2459,"cecu",2022-09-08,0,"chaparral_only",5,0,"Sep"
"433",2462,"rhov",2022-09-08,3,"sage_facultative_resprouter",9,0.333333333333333,"Sep"
"434",2462,"saap",2022-09-08,5,"sage_facultative_resprouter",10,0.5,"Sep"
"435",2462,"arca",2022-09-08,4,"sage_facultative_resprouter",10,0.4,"Sep"
"436",2462,"same",2022-09-08,6,"sage_facultative_resprouter",7,0.857142857142857,"Sep"
"437",2462,"mala",2022-09-08,1,"sage_facultative_resprouter",8,0.125,"Sep"
"438",2462,"enca",2022-09-08,1,"sage_facultative_resprouter",10,0.1,"Sep"
"439",2462,"adfa",2022-09-08,1,"sage_facultative_resprouter",9,0.111111111111111,"Sep"
"440",2462,"sale",2022-09-08,3,"sage_facultative_resprouter",10,0.3,"Sep"
"441",2462,"erfa",2022-09-08,3,"sage_facultative_resprouter",7,0.428571428571429,"Sep"
"442",12,"hear",2022-09-08,4,"chaparral_only",12,0.333333333333333,"Sep"
"443",12,"adfa",2022-09-08,1,"chaparral_only",13,0.0769230769230769,"Sep"
"444",12,"rhil",2022-09-08,2,"chaparral_only",12,0.166666666666667,"Sep"
"445",12,"rhov",2022-09-08,9,"chaparral_only",13,0.692307692307692,"Sep"
"446",12,"ceol",2022-09-08,5,"chaparral_only",13,0.384615384615385,"Sep"
"447",12,"mala",2022-09-08,3,"chaparral_only",12,0.25,"Sep"
"448",12,"cecu",2022-09-08,3,"chaparral_only",5,0.6,"Sep"
"449",13,"sale",2022-09-08,5,"sage_obligate_seeder/resprouter",10,0.5,"Sep"
"450",13,"arca",2022-09-08,8,"sage_obligate_seeder/resprouter",10,0.8,"Sep"
"451",13,"cecu",2022-09-08,5,"sage_obligate_seeder/resprouter",5,1,"Sep"
"452",13,"enca",2022-09-08,3,"sage_obligate_seeder/resprouter",10,0.3,"Sep"
"453",13,"saap",2022-09-08,5,"sage_obligate_seeder/resprouter",10,0.5,"Sep"
"454",13,"ceol",2022-09-08,0,"sage_obligate_seeder/resprouter",7,0,"Sep"
"455",13,"hear",2022-09-08,0,"sage_obligate_seeder/resprouter",7,0,"Sep"
"456",13,"same",2022-09-08,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Sep"
"457",13,"rhil",2022-09-08,0,"sage_obligate_seeder/resprouter",7,0,"Sep"
"458",13,"erfa",2022-09-08,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Sep"
"459",15,"mala",2022-09-08,0,"chaparral_only",12,0,"Sep"
"460",15,"adfa",2022-09-08,0,"chaparral_only",13,0,"Sep"
"461",15,"rhov",2022-09-08,2,"chaparral_only",13,0.153846153846154,"Sep"
"462",15,"ceol",2022-09-08,0,"chaparral_only",13,0,"Sep"
"463",15,"hear",2022-09-08,0,"chaparral_only",12,0,"Sep"
"464",15,"cecu",2022-09-08,0,"chaparral_only",5,0,"Sep"
"465",15,"rhil",2022-09-08,0,"chaparral_only",12,0,"Sep"
"466",14,"adfa",2022-09-08,3,"sage_facultative_resprouter",9,0.333333333333333,"Sep"
"467",14,"arca",2022-09-08,10,"sage_facultative_resprouter",10,1,"Sep"
"468",14,"mala",2022-09-08,2,"sage_facultative_resprouter",8,0.25,"Sep"
"469",14,"saap",2022-09-08,8,"sage_facultative_resprouter",10,0.8,"Sep"
"470",14,"sale",2022-09-08,9,"sage_facultative_resprouter",10,0.9,"Sep"
"471",14,"rhov",2022-09-08,3,"sage_facultative_resprouter",9,0.333333333333333,"Sep"
"472",14,"same",2022-09-08,7,"sage_facultative_resprouter",7,1,"Sep"
"473",14,"erfa",2022-09-08,4,"sage_facultative_resprouter",7,0.571428571428571,"Sep"
"474",14,"enca",2022-09-08,4,"sage_facultative_resprouter",10,0.4,"Sep"
"475",2461,"enca",2022-09-08,8,"sage_obligate_seeder/resprouter",10,0.8,"Sep"
"476",2461,"arca",2022-09-08,10,"sage_obligate_seeder/resprouter",10,1,"Sep"
"477",2461,"sale",2022-09-08,7,"sage_obligate_seeder/resprouter",10,0.7,"Sep"
"478",2461,"ceol",2022-09-08,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Sep"
"479",2461,"saap",2022-09-08,6,"sage_obligate_seeder/resprouter",10,0.6,"Sep"
"480",2461,"hear",2022-09-08,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Sep"
"481",2461,"same",2022-09-08,5,"sage_obligate_seeder/resprouter",7,0.714285714285714,"Sep"
"482",2461,"cecu",2022-09-08,0,"sage_obligate_seeder/resprouter",5,0,"Sep"
"483",2461,"rhil",2022-09-08,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Sep"
"484",2461,"erfa",2022-09-08,3,"sage_obligate_seeder/resprouter",7,0.428571428571429,"Sep"
"485",2404,"mala",2022-09-08,2,"sage_facultative_resprouter",8,0.25,"Sep"
"486",2404,"sale",2022-09-08,5,"sage_facultative_resprouter",10,0.5,"Sep"
"487",2404,"adfa",2022-09-08,6,"sage_facultative_resprouter",9,0.666666666666667,"Sep"
"488",2404,"same",2022-09-08,6,"sage_facultative_resprouter",7,0.857142857142857,"Sep"
"489",2404,"arca",2022-09-08,8,"sage_facultative_resprouter",10,0.8,"Sep"
"490",2404,"saap",2022-09-08,7,"sage_facultative_resprouter",10,0.7,"Sep"
"491",2404,"erfa",2022-09-08,7,"sage_facultative_resprouter",7,1,"Sep"
"492",2404,"rhov",2022-09-08,6,"sage_facultative_resprouter",9,0.666666666666667,"Sep"
"493",2404,"enca",2022-09-08,6,"sage_facultative_resprouter",10,0.6,"Sep"
"494",2401,"hear",2022-09-08,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Sep"
"495",2401,"saap",2022-09-08,7,"sage_obligate_seeder/resprouter",10,0.7,"Sep"
"496",2401,"rhil",2022-09-08,0,"sage_obligate_seeder/resprouter",7,0,"Sep"
"497",2401,"arca",2022-09-08,4,"sage_obligate_seeder/resprouter",10,0.4,"Sep"
"498",2401,"erfa",2022-09-08,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Sep"
"499",2401,"cecu",2022-09-08,0,"sage_obligate_seeder/resprouter",5,0,"Sep"
"500",2401,"enca",2022-09-08,2,"sage_obligate_seeder/resprouter",10,0.2,"Sep"
"501",2401,"sale",2022-09-08,3,"sage_obligate_seeder/resprouter",10,0.3,"Sep"
"502",2401,"same",2022-09-08,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Sep"
"503",2401,"ceol",2022-09-08,0,"sage_obligate_seeder/resprouter",7,0,"Sep"
"504",2458,"mala",2022-09-08,5,"chaparral_only",12,0.416666666666667,"Sep"
"505",2458,"ceol",2022-09-08,5,"chaparral_only",13,0.384615384615385,"Sep"
"506",2458,"rhil",2022-09-08,4,"chaparral_only",12,0.333333333333333,"Sep"
"507",2458,"cecu",2022-09-08,0,"chaparral_only",5,0,"Sep"
