"","plot","species","date","number_alive","community","number_planted","percent_alive","month"
"508",2458,"adfa",2022-09-08,2,"chaparral_only",13,0.153846153846154,"Sep"
"509",2458,"rhov",2022-09-08,9,"chaparral_only",13,0.692307692307692,"Sep"
"510",2458,"hear",2022-09-08,7,"chaparral_only",12,0.583333333333333,"Sep"
"511",2460,"saap",2022-11-21,7,"sage_facultative_resprouter",10,0.7,"Nov"
"512",2460,"erfa",2022-11-21,3,"sage_facultative_resprouter",7,0.428571428571429,"Nov"
"513",2460,"arca",2022-11-21,7,"sage_facultative_resprouter",10,0.7,"Nov"
"514",2460,"sale",2022-11-21,8,"sage_facultative_resprouter",10,0.8,"Nov"
"515",2460,"enca",2022-11-21,8,"sage_facultative_resprouter",10,0.8,"Nov"
"516",2460,"same",2022-11-21,5,"sage_facultative_resprouter",7,0.714285714285714,"Nov"
"517",2460,"mala",2022-11-21,1,"sage_facultative_resprouter",8,0.125,"Nov"
"518",2460,"rhov",2022-11-21,1,"sage_facultative_resprouter",9,0.111111111111111,"Nov"
"519",2403,"enca",2022-11-21,8,"sage_obligate_seeder/resprouter",10,0.8,"Nov"
"520",2403,"sale",2022-11-21,8,"sage_obligate_seeder/resprouter",10,0.8,"Nov"
"521",2403,"arca",2022-11-21,6,"sage_obligate_seeder/resprouter",10,0.6,"Nov"
"522",2403,"saap",2022-11-21,6,"sage_obligate_seeder/resprouter",10,0.6,"Nov"
"523",2403,"cecu",2022-11-21,1,"sage_obligate_seeder/resprouter",5,0.2,"Nov"
"524",2403,"same",2022-11-21,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Nov"
"525",2403,"erfa",2022-11-21,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Nov"
"526",2458,"mala",2022-11-21,2,"chaparral_only",12,0.166666666666667,"Nov"
"527",2458,"adfa",2022-11-21,2,"chaparral_only",13,0.153846153846154,"Nov"
"528",2458,"rhov",2022-11-21,5,"chaparral_only",13,0.384615384615385,"Nov"
"529",2462,"saap",2022-11-21,1,"sage_facultative_resprouter",10,0.1,"Nov"
"530",2462,"same",2022-11-21,1,"sage_facultative_resprouter",7,0.142857142857143,"Nov"
"531",2462,"adfa",2022-11-21,1,"sage_facultative_resprouter",9,0.111111111111111,"Nov"
"532",2459,"ceol",2022-11-21,1,"chaparral_only",13,0.0769230769230769,"Nov"
"533",2459,"rhov",2022-11-21,5,"chaparral_only",13,0.384615384615385,"Nov"
"534",2459,"mala",2022-11-21,6,"chaparral_only",12,0.5,"Nov"
"535",2459,"hear",2022-11-21,1,"chaparral_only",12,0.0833333333333333,"Nov"
"536",2405,"sale",2022-11-21,4,"sage_obligate_seeder/resprouter",10,0.4,"Nov"
"537",2405,"enca",2022-11-21,4,"sage_obligate_seeder/resprouter",10,0.4,"Nov"
"538",2405,"saap",2022-11-21,4,"sage_obligate_seeder/resprouter",10,0.4,"Nov"
"539",2405,"same",2022-11-21,3,"sage_obligate_seeder/resprouter",7,0.428571428571429,"Nov"
"540",2405,"cecu",2022-11-21,1,"sage_obligate_seeder/resprouter",5,0.2,"Nov"
"541",2405,"erfa",2022-11-21,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Nov"
"542",2461,"arca",2022-11-21,9,"sage_obligate_seeder/resprouter",10,0.9,"Nov"
"543",2461,"saap",2022-11-21,6,"sage_obligate_seeder/resprouter",10,0.6,"Nov"
"544",2461,"sale",2022-11-21,5,"sage_obligate_seeder/resprouter",10,0.5,"Nov"
"545",2461,"enca",2022-11-21,6,"sage_obligate_seeder/resprouter",10,0.6,"Nov"
"546",2461,"same",2022-11-21,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Nov"
"547",2401,"saap",2022-11-21,7,"sage_obligate_seeder/resprouter",10,0.7,"Nov"
"548",2401,"arca",2022-11-21,3,"sage_obligate_seeder/resprouter",10,0.3,"Nov"
"549",2401,"enca",2022-11-21,2,"sage_obligate_seeder/resprouter",10,0.2,"Nov"
"550",2401,"sale",2022-11-21,2,"sage_obligate_seeder/resprouter",10,0.2,"Nov"
"551",2401,"same",2022-11-21,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Nov"
"552",2404,"mala",2022-11-21,2,"sage_facultative_resprouter",8,0.25,"Nov"
"553",2404,"sale",2022-11-21,4,"sage_facultative_resprouter",10,0.4,"Nov"
"554",2404,"same",2022-11-21,6,"sage_facultative_resprouter",7,0.857142857142857,"Nov"
"555",2404,"arca",2022-11-21,6,"sage_facultative_resprouter",10,0.6,"Nov"
"556",2404,"saap",2022-11-21,7,"sage_facultative_resprouter",10,0.7,"Nov"
"557",2404,"adfa",2022-11-21,6,"sage_facultative_resprouter",9,0.666666666666667,"Nov"
"558",2404,"rhov",2022-11-21,2,"sage_facultative_resprouter",9,0.222222222222222,"Nov"
"559",2404,"enca",2022-11-21,6,"sage_facultative_resprouter",10,0.6,"Nov"
"560",2404,"erfa",2022-11-21,4,"sage_facultative_resprouter",7,0.571428571428571,"Nov"
"561",2401,"erfa",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"562",2401,"ceol",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"563",2401,"cecu",2022-11-21,0,"sage_obligate_seeder/resprouter",5,0,"Nov"
"564",2401,"hear",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"565",2401,"rhil",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"566",2402,"adfa",2022-11-21,0,"chaparral_only",13,0,"Nov"
"567",2402,"hear",2022-11-21,0,"chaparral_only",12,0,"Nov"
"568",2402,"rhov",2022-11-21,0,"chaparral_only",13,0,"Nov"
"569",2402,"ceol",2022-11-21,0,"chaparral_only",13,0,"Nov"
"570",2402,"cecu",2022-11-21,0,"chaparral_only",5,0,"Nov"
"571",2402,"rhil",2022-11-21,0,"chaparral_only",12,0,"Nov"
"572",2402,"mala",2022-11-21,0,"chaparral_only",12,0,"Nov"
"573",2403,"ceol",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"574",2403,"hear",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"575",2403,"rhil",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"576",2405,"arca",2022-11-21,0,"sage_obligate_seeder/resprouter",10,0,"Nov"
"577",2405,"ceol",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"578",2405,"hear",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"579",2405,"rhil",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"580",2458,"hear",2022-11-21,0,"chaparral_only",12,0,"Nov"
"581",2458,"ceol",2022-11-21,0,"chaparral_only",13,0,"Nov"
"582",2458,"cecu",2022-11-21,0,"chaparral_only",5,0,"Nov"
"583",2458,"rhil",2022-11-21,0,"chaparral_only",12,0,"Nov"
"584",2459,"adfa",2022-11-21,0,"chaparral_only",13,0,"Nov"
"585",2459,"cecu",2022-11-21,0,"chaparral_only",5,0,"Nov"
"586",2459,"rhil",2022-11-21,0,"chaparral_only",12,0,"Nov"
"587",2460,"adfa",2022-11-21,0,"sage_facultative_resprouter",9,0,"Nov"
"588",2461,"erfa",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"589",2461,"ceol",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"590",2461,"cecu",2022-11-21,0,"sage_obligate_seeder/resprouter",5,0,"Nov"
"591",2461,"hear",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"592",2461,"rhil",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"593",2462,"sale",2022-11-21,0,"sage_facultative_resprouter",10,0,"Nov"
"594",2462,"arca",2022-11-21,0,"sage_facultative_resprouter",10,0,"Nov"
"595",2462,"erfa",2022-11-21,0,"sage_facultative_resprouter",7,0,"Nov"
"596",2462,"enca",2022-11-21,0,"sage_facultative_resprouter",10,0,"Nov"
"597",2462,"rhov",2022-11-21,0,"sage_facultative_resprouter",9,0,"Nov"
"598",2462,"mala",2022-11-21,0,"sage_facultative_resprouter",8,0,"Nov"
"599",14,"arca",2022-10-19,6,"sage_facultative_resprouter",10,0.6,"Oct"
"600",14,"enca",2022-10-19,3,"sage_facultative_resprouter",10,0.3,"Oct"
"601",14,"saap",2022-10-19,6,"sage_facultative_resprouter",10,0.6,"Oct"
"602",14,"adfa",2022-10-19,1,"sage_facultative_resprouter",9,0.111111111111111,"Oct"
"603",14,"sale",2022-10-19,4,"sage_facultative_resprouter",10,0.4,"Oct"
"604",14,"rhov",2022-10-19,2,"sage_facultative_resprouter",9,0.222222222222222,"Oct"
"605",14,"mala",2022-10-19,1,"sage_facultative_resprouter",8,0.125,"Oct"
"606",14,"erfa",2022-10-19,1,"sage_facultative_resprouter",7,0.142857142857143,"Oct"
"607",14,"same",2022-10-19,2,"sage_facultative_resprouter",7,0.285714285714286,"Oct"
"608",15,"rhov",2022-10-19,1,"chaparral_only",13,0.0769230769230769,"Oct"
"609",13,"sale",2022-10-19,2,"sage_obligate_seeder/resprouter",10,0.2,"Oct"
"610",13,"arca",2022-10-19,2,"sage_obligate_seeder/resprouter",10,0.2,"Oct"
"611",13,"cecu",2022-10-19,3,"sage_obligate_seeder/resprouter",5,0.6,"Oct"
"612",13,"saap",2022-10-19,1,"sage_obligate_seeder/resprouter",10,0.1,"Oct"
"613",13,"same",2022-10-19,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Oct"
"614",11,"erfa",2022-10-19,3,"sage_facultative_resprouter",7,0.428571428571429,"Oct"
"615",11,"saap",2022-10-19,3,"sage_facultative_resprouter",10,0.3,"Oct"
"616",11,"same",2022-10-19,2,"sage_facultative_resprouter",7,0.285714285714286,"Oct"
"617",11,"sale",2022-10-19,1,"sage_facultative_resprouter",10,0.1,"Oct"
"618",12,"rhov",2022-10-19,6,"chaparral_only",13,0.461538461538462,"Oct"
"619",12,"ceol",2022-10-19,3,"chaparral_only",13,0.230769230769231,"Oct"
"620",12,"rhil",2022-10-19,2,"chaparral_only",12,0.166666666666667,"Oct"
"621",12,"hear",2022-10-19,2,"chaparral_only",12,0.166666666666667,"Oct"
"622",12,"cecu",2022-10-19,2,"chaparral_only",5,0.4,"Oct"
"623",12,"adfa",2022-10-19,1,"chaparral_only",13,0.0769230769230769,"Oct"
"624",2404,"mala",2022-10-19,2,"sage_facultative_resprouter",8,0.25,"Oct"
"625",2404,"sale",2022-10-19,5,"sage_facultative_resprouter",10,0.5,"Oct"
"626",2404,"same",2022-10-19,6,"sage_facultative_resprouter",7,0.857142857142857,"Oct"
"627",2404,"arca",2022-10-19,6,"sage_facultative_resprouter",10,0.6,"Oct"
"628",2404,"saap",2022-10-19,7,"sage_facultative_resprouter",10,0.7,"Oct"
"629",2404,"erfa",2022-10-19,6,"sage_facultative_resprouter",7,0.857142857142857,"Oct"
"630",2404,"rhov",2022-10-19,2,"sage_facultative_resprouter",9,0.222222222222222,"Oct"
"631",2404,"enca",2022-10-19,6,"sage_facultative_resprouter",10,0.6,"Oct"
"632",2404,"adfa",2022-10-19,6,"sage_facultative_resprouter",9,0.666666666666667,"Oct"
"633",2458,"mala",2022-10-19,3,"chaparral_only",12,0.25,"Oct"
"634",2458,"ceol",2022-10-19,4,"chaparral_only",13,0.307692307692308,"Oct"
"635",2458,"rhil",2022-10-19,1,"chaparral_only",12,0.0833333333333333,"Oct"
"636",2458,"rhov",2022-10-19,9,"chaparral_only",13,0.692307692307692,"Oct"
"637",2458,"hear",2022-10-19,2,"chaparral_only",12,0.166666666666667,"Oct"
"638",2458,"adfa",2022-10-19,2,"chaparral_only",13,0.153846153846154,"Oct"
"639",2403,"saap",2022-10-19,6,"sage_obligate_seeder/resprouter",10,0.6,"Oct"
"640",2403,"hear",2022-10-19,3,"sage_obligate_seeder/resprouter",7,0.428571428571429,"Oct"
"641",2403,"arca",2022-10-19,7,"sage_obligate_seeder/resprouter",10,0.7,"Oct"
"642",2403,"sale",2022-10-19,8,"sage_obligate_seeder/resprouter",10,0.8,"Oct"
"643",2403,"erfa",2022-10-19,5,"sage_obligate_seeder/resprouter",7,0.714285714285714,"Oct"
"644",2403,"same",2022-10-19,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Oct"
"645",2403,"ceol",2022-10-19,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Oct"
"646",2403,"enca",2022-10-19,8,"sage_obligate_seeder/resprouter",10,0.8,"Oct"
"647",2403,"cecu",2022-10-19,1,"sage_obligate_seeder/resprouter",5,0.2,"Oct"
"648",2461,"sale",2022-10-19,5,"sage_obligate_seeder/resprouter",10,0.5,"Oct"
"649",2461,"arca",2022-10-19,10,"sage_obligate_seeder/resprouter",10,1,"Oct"
"650",2461,"enca",2022-10-19,6,"sage_obligate_seeder/resprouter",10,0.6,"Oct"
"651",2461,"saap",2022-10-19,6,"sage_obligate_seeder/resprouter",10,0.6,"Oct"
"652",2461,"ceol",2022-10-19,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Oct"
"653",2461,"same",2022-10-19,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Oct"
"654",2461,"erfa",2022-10-19,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Oct"
"655",2462,"rhov",2022-10-19,3,"sage_facultative_resprouter",9,0.333333333333333,"Oct"
"656",2462,"saap",2022-10-19,1,"sage_facultative_resprouter",10,0.1,"Oct"
"657",2401,"saap",2022-10-19,7,"sage_obligate_seeder/resprouter",10,0.7,"Oct"
"658",2401,"arca",2022-10-19,3,"sage_obligate_seeder/resprouter",10,0.3,"Oct"
"659",2401,"erfa",2022-10-19,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Oct"
"660",2401,"same",2022-10-19,2,"sage_obligate_seeder/resprouter",7,0.285714285714286,"Oct"
"661",2401,"sale",2022-10-19,3,"sage_obligate_seeder/resprouter",10,0.3,"Oct"
"662",2459,"rhov",2022-10-19,7,"chaparral_only",13,0.538461538461538,"Oct"
"663",2459,"ceol",2022-10-19,3,"chaparral_only",13,0.230769230769231,"Oct"
"664",2459,"adfa",2022-10-19,4,"chaparral_only",13,0.307692307692308,"Oct"
"665",2459,"mala",2022-10-19,6,"chaparral_only",12,0.5,"Oct"
"666",2459,"hear",2022-10-19,2,"chaparral_only",12,0.166666666666667,"Oct"
"667",2405,"sale",2022-10-19,5,"sage_obligate_seeder/resprouter",10,0.5,"Oct"
"668",2405,"erfa",2022-10-19,4,"sage_obligate_seeder/resprouter",7,0.571428571428571,"Oct"
"669",2405,"saap",2022-10-19,4,"sage_obligate_seeder/resprouter",10,0.4,"Oct"
"670",2405,"cecu",2022-10-19,1,"sage_obligate_seeder/resprouter",5,0.2,"Oct"
"671",2405,"same",2022-10-19,3,"sage_obligate_seeder/resprouter",7,0.428571428571429,"Oct"
"672",2405,"hear",2022-10-19,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Oct"
"673",2460,"saap",2022-10-19,7,"sage_facultative_resprouter",10,0.7,"Oct"
"674",2460,"erfa",2022-10-19,3,"sage_facultative_resprouter",7,0.428571428571429,"Oct"
"675",2460,"arca",2022-10-19,7,"sage_facultative_resprouter",10,0.7,"Oct"
"676",2460,"sale",2022-10-19,8,"sage_facultative_resprouter",10,0.8,"Oct"
"677",2460,"same",2022-10-19,5,"sage_facultative_resprouter",7,0.714285714285714,"Oct"
"678",2460,"mala",2022-10-19,2,"sage_facultative_resprouter",8,0.25,"Oct"
"679",2460,"enca",2022-10-19,8,"sage_facultative_resprouter",10,0.8,"Oct"
"680",2460,"rhov",2022-10-19,2,"sage_facultative_resprouter",9,0.222222222222222,"Oct"
"681",11,"arca",2022-10-19,0,"sage_facultative_resprouter",10,0,"Oct"
"682",11,"enca",2022-10-19,0,"sage_facultative_resprouter",10,0,"Oct"
"683",11,"adfa",2022-10-19,0,"sage_facultative_resprouter",9,0,"Oct"
"684",11,"rhov",2022-10-19,0,"sage_facultative_resprouter",9,0,"Oct"
"685",11,"mala",2022-10-19,0,"sage_facultative_resprouter",8,0,"Oct"
"686",12,"mala",2022-10-19,0,"chaparral_only",12,0,"Oct"
"687",13,"erfa",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"688",13,"enca",2022-10-19,0,"sage_obligate_seeder/resprouter",10,0,"Oct"
"689",13,"ceol",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"690",13,"hear",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"691",13,"rhil",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"692",15,"adfa",2022-10-19,0,"chaparral_only",13,0,"Oct"
"693",15,"hear",2022-10-19,0,"chaparral_only",12,0,"Oct"
"694",15,"ceol",2022-10-19,0,"chaparral_only",13,0,"Oct"
"695",15,"cecu",2022-10-19,0,"chaparral_only",5,0,"Oct"
"696",15,"rhil",2022-10-19,0,"chaparral_only",12,0,"Oct"
"697",15,"mala",2022-10-19,0,"chaparral_only",12,0,"Oct"
"698",2401,"enca",2022-10-19,2,"sage_obligate_seeder/resprouter",10,0.2,"Oct"
"699",2401,"ceol",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"700",2401,"cecu",2022-10-19,0,"sage_obligate_seeder/resprouter",5,0,"Oct"
"701",2401,"hear",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"702",2401,"rhil",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"703",2402,"adfa",2022-10-19,0,"chaparral_only",13,0,"Oct"
"704",2402,"hear",2022-10-19,0,"chaparral_only",12,0,"Oct"
"705",2402,"rhov",2022-10-19,0,"chaparral_only",13,0,"Oct"
"706",2402,"ceol",2022-10-19,0,"chaparral_only",13,0,"Oct"
"707",2402,"cecu",2022-10-19,0,"chaparral_only",5,0,"Oct"
"708",2402,"rhil",2022-10-19,0,"chaparral_only",12,0,"Oct"
"709",2402,"mala",2022-10-19,0,"chaparral_only",12,0,"Oct"
"710",2403,"rhil",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"711",2405,"arca",2022-10-19,0,"sage_obligate_seeder/resprouter",10,0,"Oct"
"712",2405,"enca",2022-10-19,4,"sage_obligate_seeder/resprouter",10,0.4,"Oct"
"713",2405,"ceol",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"714",2405,"rhil",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"715",2458,"cecu",2022-10-19,0,"chaparral_only",5,0,"Oct"
"716",2459,"cecu",2022-10-19,0,"chaparral_only",5,0,"Oct"
"717",2459,"rhil",2022-10-19,0,"chaparral_only",12,0,"Oct"
"718",2460,"adfa",2022-10-19,0,"sage_facultative_resprouter",9,0,"Oct"
"719",2461,"cecu",2022-10-19,0,"sage_obligate_seeder/resprouter",5,0,"Oct"
"720",2461,"hear",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"721",2461,"rhil",2022-10-19,0,"sage_obligate_seeder/resprouter",7,0,"Oct"
"722",2462,"sale",2022-10-19,0,"sage_facultative_resprouter",10,0,"Oct"
"723",2462,"arca",2022-10-19,0,"sage_facultative_resprouter",10,0,"Oct"
"724",2462,"erfa",2022-10-19,0,"sage_facultative_resprouter",7,0,"Oct"
"725",2462,"same",2022-10-19,1,"sage_facultative_resprouter",7,0.142857142857143,"Oct"
"726",2462,"enca",2022-10-19,0,"sage_facultative_resprouter",10,0,"Oct"
"727",2462,"adfa",2022-10-19,1,"sage_facultative_resprouter",9,0.111111111111111,"Oct"
"728",2462,"mala",2022-10-19,0,"sage_facultative_resprouter",8,0,"Oct"
"729",15,"adfa",2022-11-21,0,"chaparral_only",13,0,"Nov"
"730",15,"rhov",2022-11-21,1,"chaparral_only",13,0.0769230769230769,"Nov"
"731",15,"mala",2022-11-21,0,"chaparral_only",12,0,"Nov"
"732",15,"hear",2022-11-21,0,"chaparral_only",12,0,"Nov"
"733",15,"rhil",2022-11-21,0,"chaparral_only",12,0,"Nov"
"734",15,"cecu",2022-11-21,0,"chaparral_only",5,0,"Nov"
"735",15,"ceol",2022-11-21,0,"chaparral_only",13,0,"Nov"
"736",14,"saap",2022-11-21,1,"sage_facultative_resprouter",10,0.1,"Nov"
"737",14,"arca",2022-11-21,1,"sage_facultative_resprouter",10,0.1,"Nov"
"738",14,"enca",2022-11-21,1,"sage_facultative_resprouter",10,0.1,"Nov"
"739",14,"adfa",2022-11-21,1,"sage_facultative_resprouter",9,0.111111111111111,"Nov"
"740",14,"sale",2022-11-21,1,"sage_facultative_resprouter",10,0.1,"Nov"
"741",14,"mala",2022-11-21,1,"sage_facultative_resprouter",8,0.125,"Nov"
"742",14,"rhov",2022-11-21,1,"sage_facultative_resprouter",9,0.111111111111111,"Nov"
"743",14,"erfa",2022-11-21,1,"sage_facultative_resprouter",7,0.142857142857143,"Nov"
"744",14,"same",2022-11-21,1,"sage_facultative_resprouter",7,0.142857142857143,"Nov"
"745",11,"erfa",2022-11-21,1,"sage_facultative_resprouter",7,0.142857142857143,"Nov"
"746",11,"saap",2022-11-21,1,"sage_facultative_resprouter",10,0.1,"Nov"
"747",11,"same",2022-11-21,1,"sage_facultative_resprouter",7,0.142857142857143,"Nov"
"748",11,"sale",2022-11-21,1,"sage_facultative_resprouter",10,0.1,"Nov"
"749",11,"arca",2022-11-21,0,"sage_facultative_resprouter",10,0,"Nov"
"750",11,"enca",2022-11-21,0,"sage_facultative_resprouter",10,0,"Nov"
"751",11,"adfa",2022-11-21,0,"sage_facultative_resprouter",9,0,"Nov"
"752",11,"rhov",2022-11-21,0,"sage_facultative_resprouter",9,0,"Nov"
"753",11,"mala",2022-11-21,0,"sage_facultative_resprouter",8,0,"Nov"
"754",12,"rhov",2022-11-21,1,"chaparral_only",13,0.0769230769230769,"Nov"
"755",12,"ceol",2022-11-21,1,"chaparral_only",13,0.0769230769230769,"Nov"
"756",12,"rhil",2022-11-21,1,"chaparral_only",12,0.0833333333333333,"Nov"
"757",12,"hear",2022-11-21,1,"chaparral_only",12,0.0833333333333333,"Nov"
"758",12,"cecu",2022-11-21,1,"chaparral_only",5,0.2,"Nov"
"759",12,"adfa",2022-11-21,1,"chaparral_only",13,0.0769230769230769,"Nov"
"760",12,"mala",2022-11-21,0,"chaparral_only",12,0,"Nov"
"761",13,"arca",2022-11-21,1,"sage_obligate_seeder/resprouter",10,0.1,"Nov"
"762",13,"cecu",2022-11-21,1,"sage_obligate_seeder/resprouter",5,0.2,"Nov"
"763",13,"same",2022-11-21,1,"sage_obligate_seeder/resprouter",7,0.142857142857143,"Nov"
"764",13,"sale",2022-11-21,1,"sage_obligate_seeder/resprouter",10,0.1,"Nov"
"765",13,"saap",2022-11-21,1,"sage_obligate_seeder/resprouter",10,0.1,"Nov"
"766",13,"enca",2022-11-21,0,"sage_obligate_seeder/resprouter",10,0,"Nov"
"767",13,"erfa",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"768",13,"ceol",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"769",13,"hear",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
"770",13,"rhil",2022-11-21,0,"sage_obligate_seeder/resprouter",7,0,"Nov"
